epoch,lr-AdamW,step,test/mae,test/mse,train/loss_epoch,train/loss_step,val/loss
,0.0001,0,,,,,
0,,9,,,,1.3084214925765991,
0,,19,,,,1.3858870267868042,
0,,29,,,,1.1301062107086182,
0,,39,,,,1.2275148630142212,
0,,49,,,,1.3101778030395508,
0,,59,,,,1.1877446174621582,
0,,69,,,,1.1688963174819946,
0,,79,,,,1.167281985282898,
0,,89,,,,1.1778615713119507,
0,,99,,,,1.1365092992782593,
0,,109,,,,1.1289572715759277,
0,,119,,,,1.1340928077697754,
0,,129,,,,1.1209813356399536,
0,,139,,,,1.0266993045806885,
0,,149,,,,0.9759244918823242,
0,,159,,,,0.9992359280586243,
0,,169,,,,1.0023150444030762,
0,,179,,,,0.8943069577217102,
0,,189,,,,0.931077778339386,
0,,199,,,,0.9875879287719727,
0,,209,,,,0.9501574039459229,
0,,219,,,,0.9721496105194092,
0,,229,,,,0.879500687122345,
0,,239,,,,0.909660816192627,
0,,249,,,,0.8973622918128967,
0,,259,,,,0.8938210606575012,
0,,269,,,,0.8574954867362976,
0,,279,,,,0.8611598610877991,
0,,289,,,,0.8005974292755127,
0,,299,,,,0.8696870803833008,
0,,309,,,,0.804009735584259,
0,,319,,,,0.870802640914917,
0,,329,,,,0.8196526169776917,
0,,339,,,,0.8319746851921082,
0,,349,,,,0.8345611095428467,
0,,359,,,,0.8114140629768372,
0,,360,,,,,0.5899316072463989
0,,360,,,1.000815510749817,,
,0.0001,361,,,,,
1,,369,,,,0.7850484848022461,
1,,379,,,,0.7973031997680664,
1,,389,,,,0.8185970187187195,
1,,399,,,,0.8401301503181458,
1,,409,,,,0.7330381274223328,
1,,419,,,,0.7843720316886902,
1,,429,,,,0.7650224566459656,
1,,439,,,,0.8161085247993469,
1,,449,,,,0.7731764316558838,
1,,459,,,,0.7423673272132874,
1,,469,,,,0.7864006161689758,
1,,479,,,,0.7606776356697083,
1,,489,,,,0.7178442478179932,
1,,499,,,,0.7955491542816162,
1,,509,,,,0.7099583745002747,
1,,519,,,,0.7536559104919434,
1,,529,,,,0.7313427925109863,
1,,539,,,,0.6679182052612305,
1,,549,,,,0.6915521025657654,
1,,559,,,,0.7100383639335632,
1,,569,,,,0.7603957056999207,
1,,579,,,,0.7238729000091553,
1,,589,,,,0.7155659198760986,
1,,599,,,,0.728832483291626,
1,,609,,,,0.6994853019714355,
1,,619,,,,0.6860942244529724,
1,,629,,,,0.7010407447814941,
1,,639,,,,0.8336165547370911,
1,,649,,,,0.7208529114723206,
1,,659,,,,0.7276119589805603,
1,,669,,,,0.7374041080474854,
1,,679,,,,0.741200864315033,
1,,689,,,,0.7908042073249817,
1,,699,,,,0.7392153143882751,
1,,709,,,,0.8251104950904846,
1,,719,,,,0.7494213581085205,
1,,721,,,,,0.5370053052902222
1,,721,,,0.7599365711212158,,
,0.0001,722,,,,,
2,,729,,,,0.760183572769165,
2,,739,,,,0.6860482096672058,
2,,749,,,,0.7260627150535583,
