epoch,lr-AdamW,step,test/mae,test/mse,train/loss_epoch,train/loss_step,val/loss
,0.0005,0,,,,,
0,,9,,,,1.0983551740646362,
0,,19,,,,0.9484203457832336,
0,,29,,,,0.8825793266296387,
0,,39,,,,0.7994294166564941,
0,,49,,,,0.7567682266235352,
0,,59,,,,0.7862133979797363,
0,,69,,,,0.7120806574821472,
0,,79,,,,0.7986099123954773,
0,,89,,,,0.6588501930236816,
0,,99,,,,0.6318220496177673,
0,,109,,,,0.7088926434516907,
0,,119,,,,0.7581540942192078,
0,,129,,,,0.684011697769165,
0,,139,,,,0.6509192585945129,
0,,149,,,,0.6949991583824158,
0,,159,,,,0.734163761138916,
0,,169,,,,0.6464014649391174,
0,,179,,,,0.7336385846138,
0,,189,,,,0.6605567336082458,
0,,199,,,,0.7223926186561584,
0,,209,,,,0.720088541507721,
0,,219,,,,0.6765469908714294,
0,,229,,,,0.7139139771461487,
0,,239,,,,0.6215883493423462,
0,,249,,,,0.6253737807273865,
0,,259,,,,0.7283833622932434,
0,,269,,,,0.7267193794250488,
0,,279,,,,0.6168602108955383,
0,,289,,,,0.6475844979286194,
0,,299,,,,0.6672232151031494,
0,,309,,,,0.6851363182067871,
0,,319,,,,0.6755332946777344,
0,,329,,,,0.6911833882331848,
0,,339,,,,0.7041248679161072,
0,,349,,,,0.6825749278068542,
0,,359,,,,0.6469749808311462,
0,,360,,,,,0.5540533065795898
0,,360,,,0.7193903923034668,,
,0.0005,361,,,,,
1,,369,,,,0.6616650223731995,
1,,379,,,,0.6674615740776062,
1,,389,,,,0.6723913550376892,
1,,399,,,,0.6494606733322144,
1,,409,,,,0.6236124634742737,
1,,419,,,,0.5921868681907654,
1,,429,,,,0.5989020466804504,
1,,439,,,,0.6066921353340149,
1,,449,,,,0.6627970337867737,
1,,459,,,,0.6091789603233337,
1,,469,,,,0.5942499041557312,
1,,479,,,,0.6042582392692566,
1,,489,,,,0.6825886368751526,
1,,499,,,,0.6149299144744873,
1,,509,,,,0.5983465909957886,
1,,519,,,,0.6534779667854309,
1,,529,,,,0.6041900515556335,
1,,539,,,,0.6358296871185303,
1,,549,,,,0.6710072159767151,
1,,559,,,,0.6166684627532959,
1,,569,,,,0.6936926245689392,
1,,579,,,,0.6337705254554749,
1,,589,,,,0.5707528591156006,
1,,599,,,,0.6774842739105225,
1,,609,,,,0.6603037714958191,
1,,619,,,,0.6238605380058289,
1,,629,,,,0.5925857424736023,
1,,639,,,,0.5355009436607361,
1,,649,,,,0.5928311944007874,
1,,659,,,,0.5875953435897827,
1,,669,,,,0.5570163130760193,
1,,679,,,,0.5898762345314026,
1,,689,,,,0.557598888874054,
1,,699,,,,0.6401890516281128,
1,,709,,,,0.5551756024360657,
1,,719,,,,0.6027295589447021,
1,,721,,,,,0.5491488575935364
1,,721,,,0.6252937316894531,,
,0.0005,722,,,,,
2,,729,,,,0.5817409157752991,
2,,739,,,,0.5678284168243408,
2,,749,,,,0.596714437007904,
2,,759,,,,0.5923009514808655,
2,,769,,,,0.575816810131073,
2,,779,,,,0.5952219367027283,
2,,789,,,,0.6510704159736633,
2,,799,,,,0.6465533375740051,
2,,809,,,,0.6409021615982056,
2,,819,,,,0.5808128118515015,
2,,829,,,,0.5710784792900085,
2,,839,,,,0.5662934184074402,
2,,849,,,,0.6381865739822388,
2,,859,,,,0.6213576793670654,
2,,869,,,,0.5582889914512634,
2,,879,,,,0.6014122366905212,
2,,889,,,,0.6208161115646362,
2,,899,,,,0.6338559985160828,
2,,909,,,,0.5670375227928162,
2,,919,,,,0.5521920323371887,
2,,929,,,,0.5637016892433167,
2,,939,,,,0.6266528367996216,
2,,949,,,,0.6000913977622986,
2,,959,,,,0.5630448460578918,
2,,969,,,,0.5821321606636047,
2,,979,,,,0.5927017331123352,
2,,989,,,,0.5872159600257874,
2,,999,,,,0.6327363848686218,
2,,1009,,,,0.5526354312896729,
2,,1019,,,,0.5858726501464844,
2,,1029,,,,0.5963585376739502,
