global_idx,mae_MMK,mse_MMK,mae_iTransformer,mse_iTransformer
184,12.622447,525.172974,13.805011,401.955719
185,12.640521,519.995056,15.093396,456.064545
186,12.357033,509.628174,15.284482,456.807495
187,13.112862,563.460022,15.550344,473.922272
188,12.894849,548.319153,15.358232,458.492035
189,12.625275,490.863495,14.548984,437.312500
190,12.168386,475.286957,14.024581,447.394165
191,12.678136,525.548828,14.702268,463.007782
192,12.589412,490.316071,15.460170,476.096344
193,12.316104,487.546875,15.143126,484.649811
194,12.068909,485.531097,16.530710,552.876404
195,12.042478,456.534546,16.940773,606.256409
196,11.601376,418.134552,16.031538,543.898682
197,11.850705,430.390778,15.577676,482.042694
198,11.022011,393.209198,14.710900,448.016998
199,11.913606,412.720093,13.651512,432.058594
200,11.220043,392.884308,11.870938,409.030670
201,15.050145,699.118469,11.624875,396.780762
202,12.538035,549.202332,12.966256,430.675568
203,10.820335,423.613617,13.915326,452.393890
204,11.400973,469.087891,14.434097,426.744110
205,12.461413,532.698792,13.899714,389.615967
206,12.941940,532.275146,12.787702,345.837158
207,13.301629,578.829590,13.818233,395.484467
208,13.081067,554.315186,13.763145,396.896576
209,13.359505,553.873169,12.990628,371.816742
210,14.294671,633.131592,13.278058,376.444427
211,13.645310,597.182495,14.066958,405.973602
212,12.850842,546.396057,16.257498,504.748047
213,13.231654,563.890930,18.055834,618.813782
214,13.302029,580.883179,19.233709,677.225525
215,13.487798,602.534851,19.648397,704.012512
216,13.068402,566.860229,19.370295,680.650696
217,12.835237,530.982483,15.739223,518.494629
218,12.287311,504.632050,14.040904,422.206055
219,12.181160,511.341156,14.323079,426.358612
220,12.864655,561.082825,13.599697,419.807617
221,14.230079,650.413269,13.742730,456.206055
222,13.822014,635.376465,14.084987,515.441223
223,14.196967,632.207336,14.123700,530.759705
224,12.217757,492.545135,14.050789,506.817230
225,11.154957,401.118988,14.072655,508.997894
226,12.281892,459.856934,13.106790,430.457153
227,12.969937,529.075867,11.867565,348.215729
228,13.493802,581.484558,10.933278,284.149261
229,13.625588,607.794006,11.157603,280.903503
230,13.940047,615.672302,10.559102,274.213104
231,14.114391,639.555969,10.306575,267.667114
232,13.690074,625.707031,10.981216,287.688446
233,13.508132,615.758362,11.734616,302.399139
234,13.852944,625.933411,12.959930,344.726166
235,13.802986,642.460999,14.207999,383.136627
236,13.605556,629.471497,13.958206,399.100677
237,12.913541,565.788574,13.994998,441.025391
238,13.316185,568.645508,13.288198,425.618011
239,13.659877,607.646179,13.273343,435.848236
240,13.747836,580.121033,12.407826,370.328156
241,13.958374,586.828796,11.366244,337.610321
242,13.409345,585.670959,12.399349,341.149994
243,12.935327,535.708496,14.128308,401.512573
244,12.510895,520.058594,14.213603,420.705902
245,13.177109,573.159363,14.836400,443.954254
246,12.565326,545.583191,13.887611,423.491547
247,12.555547,539.331543,12.516946,404.038452
248,13.465404,596.361572,12.181834,404.649933
249,16.786703,853.544189,12.126446,424.686432
250,15.364743,706.138428,12.196906,422.360016
251,15.746483,725.023132,12.025269,390.115143
252,14.638524,671.882935,13.598868,418.143890
253,14.717999,667.889587,14.150472,406.767853
254,14.593430,630.730042,15.231586,435.688477
255,15.122498,702.607483,12.379947,360.187408
256,13.920535,582.928406,12.260625,358.995361
257,14.143205,609.044128,12.383301,365.912231
258,13.875976,603.693115,13.024887,386.361908
259,14.271706,628.649963,15.006897,445.905853
260,13.487579,579.429016,17.281086,526.750610
261,13.502856,578.147278,18.207178,609.929260
262,13.712657,553.272949,16.834204,541.424011
263,13.635224,566.047302,16.101612,515.391602
264,14.421643,584.831604,16.096952,480.216949
265,13.293977,492.797455,14.787148,435.780151
266,12.736917,503.127777,14.334208,419.395905
267,13.130029,530.053284,13.269740,388.446991
268,12.150486,465.546295,13.308894,397.661865
269,12.342128,465.824829,13.012479,393.856781
270,13.687633,544.310974,12.988460,404.784149
271,13.706540,566.606873,12.028895,402.568268
272,12.412028,421.751740,11.961493,422.203278
273,11.826793,400.406036,12.295518,431.247192
274,9.912330,294.068878,11.824615,388.128510
275,9.632792,301.964905,11.975379,355.041351
276,9.223883,278.499969,11.624909,338.178558
277,9.497155,287.696289,11.841601,371.083893
278,9.581306,290.040558,11.836540,406.761475
279,10.038490,321.149445,13.227841,494.803741
280,10.225216,318.049500,14.668439,573.739502
281,10.139987,305.224335,15.334878,570.764893
282,10.844589,324.996399,14.883492,504.836823
283,10.443643,328.130127,14.599731,452.296722
284,10.188456,320.674103,14.598763,424.459869
285,9.907622,311.815186,14.469116,435.013031
286,10.195048,317.410095,13.393570,414.358490
287,10.241287,312.140839,12.233188,361.481232
288,9.758859,295.190521,11.928220,366.241302
289,10.048039,288.863647,12.292928,385.814117
290,10.026553,291.733063,13.728017,437.655609
291,10.130333,297.891022,14.880418,487.443268
292,10.630986,289.650299,14.295999,463.796844
293,9.975325,276.164551,13.169808,403.330170
294,10.122968,286.036621,12.558726,366.197632
295,9.852451,278.530151,11.795285,344.580902
296,10.590026,309.686981,11.227696,341.665375
297,9.708656,255.036270,11.366044,350.844574
298,9.337899,225.783386,12.274508,420.347809
299,10.568608,312.678589,13.143250,485.546875
300,8.767425,206.444016,13.688510,517.099915
301,8.239297,186.641678,14.684456,599.622498
302,9.449078,220.949997,15.546333,688.910950
303,8.283131,180.651932,16.863653,815.115906
304,9.811475,248.807419,18.085472,912.581360
305,8.917514,207.035416,18.614681,938.770508
306,8.642637,205.359665,17.296846,806.758972
307,9.174003,217.036331,17.349070,762.870911
308,9.802601,230.944336,17.961296,754.213562
309,10.280747,243.095093,18.276705,721.441406
310,9.623508,222.167831,16.628183,616.666321
311,10.567801,265.302765,16.484339,629.193787
312,9.744040,224.186401,16.867470,700.204163
313,9.596236,221.644211,15.600224,646.062683
314,8.981816,210.868851,16.354990,710.012207
315,9.710044,230.905075,17.283358,788.655579
316,9.470944,227.481018,17.053963,784.725281
317,11.458050,318.725586,15.851834,678.080261
318,9.910308,253.522202,15.203603,630.955750
319,9.410731,235.583847,15.195500,627.259094
320,9.729198,239.607895,15.139663,633.790833
321,11.594299,349.529694,15.883403,710.220947
322,11.131804,330.632111,15.986718,719.749329
323,11.288169,329.524323,16.652645,738.768372
324,10.233665,289.919525,15.622859,622.604004
325,9.909823,268.530884,15.832524,589.759277
326,10.346931,294.380859,15.733233,592.027344
327,9.529328,253.412415,14.373620,497.538910
328,9.983058,278.062042,14.362556,442.501862
329,9.938540,265.764984,14.115150,454.873291
330,9.786046,275.475555,14.691257,502.382172
331,9.798789,270.198883,14.856402,502.873138
332,10.074892,285.367188,14.861325,480.808838
333,10.058882,281.319733,13.931552,435.249786
334,10.393252,292.477264,14.126472,458.538239
335,10.809625,318.938751,14.042686,476.236816
336,10.128109,281.320282,14.319218,484.178131
337,10.084832,279.507690,14.210625,496.209808
338,10.313122,295.115448,15.268249,552.746521
339,10.848466,320.578369,16.252501,594.684143
340,11.132782,338.197906,14.759503,514.844299
341,11.406711,311.467743,13.911490,474.711761
342,10.370991,307.666840,14.056966,494.813477
343,10.229366,288.857697,12.761121,444.875244
344,8.814536,210.594925,11.609902,377.000458
345,9.166136,247.261398,11.153690,342.182983
346,10.855189,369.162445,11.797367,313.217743
347,8.798068,275.260956,12.128133,322.264984
348,8.957958,260.407257,12.744546,341.734222
349,9.254285,312.723816,13.089063,396.641693
350,9.560256,285.244293,14.182927,457.268707
351,9.648685,272.382355,14.237804,452.195526
352,9.181793,266.834717,14.098030,443.439697
353,8.793365,266.647583,13.839432,440.637451
354,8.991521,272.119568,12.988553,430.521606
355,9.226834,273.400787,13.238483,430.352142
356,9.055447,269.519440,13.958870,444.165619
357,9.108154,275.622345,15.657303,496.279266
358,9.152428,273.545807,15.187270,484.453613
359,9.294051,268.300934,13.973519,436.339691
360,9.268323,271.173218,13.747470,427.428864
361,8.829880,265.275024,12.995502,420.543701
362,8.892988,268.102234,14.340855,480.482788
363,8.894165,262.108887,14.297432,501.520844
364,9.675027,265.883057,12.881703,430.089478
365,10.288301,277.060699,12.394330,406.803436
366,9.845895,282.048737,11.509888,363.980621
367,9.428658,292.141388,11.169414,352.125244
368,9.211156,271.325836,10.725131,331.017975
369,8.624840,255.916992,10.307696,309.016693
370,9.187733,276.796661,11.001125,349.962555
371,7.774591,238.719849,11.328598,336.988129
372,7.918599,239.773682,12.252136,351.874481
373,7.692713,232.729446,13.854589,382.704926
374,7.945356,234.354904,13.573818,386.032379
375,7.828739,234.695557,14.052872,434.492096
376,8.146224,245.130051,14.109172,432.574493
377,8.757545,255.679031,14.090489,427.768402
378,8.517643,254.357422,13.521367,400.752594
379,8.445909,249.859573,13.011601,374.420563
380,8.610469,245.737473,12.882786,355.179962
381,8.241041,244.129593,12.974147,353.558105
382,8.781205,243.772995,13.093839,352.139557
383,8.917844,247.736938,12.985168,342.296600
384,8.823268,251.556839,12.293696,333.162109
385,8.664926,251.382278,11.961376,331.952728
386,8.607426,252.418274,13.257015,374.942902
387,8.895277,254.562057,13.631058,402.894806
388,8.872687,252.594727,12.466474,359.543732
389,8.520042,252.658508,11.384819,303.702179
390,8.662392,260.651398,10.558594,277.997040
391,8.874728,250.398132,9.979889,277.846710
392,9.015370,256.475922,9.533702,270.076630
393,9.170646,275.560760,10.304070,298.369751
394,9.162181,277.644867,11.969335,358.812012
395,9.778521,299.353546,13.287903,396.116547
396,9.795906,299.274353,14.356796,450.689941
397,10.133954,307.010651,16.551498,560.656494
398,10.148385,304.400696,17.322067,606.502991
399,9.304685,278.822662,15.738548,537.472961
400,9.269195,275.473358,15.540666,511.614502
401,9.447829,268.676605,15.514027,499.366699
402,9.889572,282.519196,15.419540,479.326752
403,9.761559,291.125488,16.421511,494.861420
404,9.543903,292.334686,16.743383,512.996338
405,9.785202,289.101288,15.981297,487.378296
406,10.435990,300.482239,14.788758,425.850800
407,9.890536,281.247070,13.578282,357.942871
408,9.877892,280.327698,13.390233,358.231445
409,10.008980,302.841766,12.827461,338.564606
410,10.146182,313.522308,14.111633,404.057526
411,9.790412,305.543671,15.603073,470.487762
412,9.700061,296.779572,15.270833,462.800537
413,9.855666,299.757355,14.615872,403.707184
414,9.570339,277.219940,13.394893,354.112701
415,9.362294,273.608582,11.618281,304.817108
416,9.096944,255.685913,11.520749,320.734467
417,8.816386,244.498001,11.724465,333.331635
418,8.271867,222.584030,12.412055,349.898193
419,7.849780,200.239822,11.703969,318.479645
420,7.918500,199.669006,11.642976,332.544922
421,7.818999,202.917892,11.711469,342.564209
422,8.448445,232.387100,12.291759,371.969696
423,8.412498,224.908997,13.351886,449.718353
424,8.562675,228.881332,14.638255,517.764648
425,8.896854,236.856277,14.788836,487.447906
426,8.611632,221.666870,14.423447,438.454926
427,8.893553,231.079269,15.038821,429.932709
428,8.777776,228.182083,14.924659,395.364838
429,8.486945,212.972473,15.261681,409.945160
430,8.813601,224.054153,14.086967,361.566132
431,9.178826,242.513016,13.009376,324.966675
432,9.142528,245.157227,13.160099,357.649445
433,9.181858,254.899368,13.079991,384.986481
434,9.192825,257.837769,14.950157,471.478394
435,8.836171,243.145554,15.900570,528.435852
436,8.972243,243.781677,14.625084,443.656769
437,8.852916,240.392441,13.419425,363.539398
438,9.022499,249.629105,12.063884,290.951508
439,9.444792,264.886749,11.169441,266.138062
440,8.621446,217.814987,11.140751,261.700836
441,8.079929,186.037491,10.605014,243.543518
442,7.885710,197.099655,11.117312,245.084595
443,8.319240,212.673340,12.131000,273.201416
444,8.617603,243.665421,13.730174,330.768890
445,9.312554,276.425262,15.154521,385.500580
446,9.657566,306.023773,13.859023,336.987122
447,9.381215,289.881958,11.996646,296.998047
448,9.575841,297.365295,12.030667,303.252472
449,9.494750,280.225464,12.564469,327.010284
450,9.919873,290.170319,13.240521,336.921234
451,10.139241,316.162140,15.102931,403.876129
452,10.351162,330.559906,16.116798,463.112305
453,9.489371,294.802490,17.942797,574.264893
454,10.340648,336.620483,17.526579,568.159912
455,10.339018,333.833649,17.193918,535.986084
456,10.305615,326.828094,15.737511,453.703003
457,9.733673,292.515900,13.685432,376.466919
458,10.528676,323.301849,13.377930,357.365814
459,10.551824,326.670837,13.474400,355.949127
460,10.410699,308.438629,12.560814,335.733551
461,10.700051,341.151611,12.154270,334.027863
462,10.610684,337.697235,11.525243,331.377075
463,10.462655,345.575226,10.705935,317.345001
464,9.716666,306.586823,10.289964,317.165192
465,10.165097,310.090179,10.933049,316.242950
466,10.708196,322.055756,12.273838,336.311340
467,9.929280,288.196442,11.801841,290.216766
468,10.278956,289.876465,12.358912,301.185944
469,10.842845,318.682129,12.350352,327.162323
470,9.824290,285.079437,12.939891,351.780640
471,9.953048,286.277100,13.553967,376.795898
472,10.309803,294.931183,14.475407,408.850342
473,10.282204,293.529907,14.299777,402.334991
474,10.290414,294.058685,14.044826,381.023071
475,10.568597,309.216461,14.622487,403.480591
476,10.340282,301.235931,14.871318,411.999542
477,10.455556,315.405731,15.453186,437.398834
478,10.431028,315.859497,14.569030,386.590088
479,10.889997,323.748138,13.569697,355.375366
480,10.391599,293.802521,13.017278,335.147339
481,10.098489,290.033539,12.943501,345.749359
482,10.551345,303.023468,14.687096,430.637543
483,10.643300,318.571045,15.524368,476.977386
484,10.555422,303.339996,14.662456,417.508179
485,10.625284,304.165741,13.648273,359.463867
486,10.627750,300.725647,13.104507,340.177673
487,10.336707,301.550507,11.976876,326.742645
488,10.331704,309.403442,11.269488,314.194366
489,10.717025,330.200958,11.122808,324.761017
490,10.964999,320.452728,11.956535,354.224030
491,10.991054,329.031097,13.340012,379.749847
492,10.298738,305.476318,13.222653,362.134033
493,10.629168,316.769897,15.764793,467.130768
494,10.286424,305.192108,14.259782,431.737885
495,10.568175,311.107452,13.624168,426.922455
496,10.466871,305.620697,13.324937,418.999420
497,10.109164,296.738434,13.688130,427.645355
498,10.317236,302.996063,13.699367,403.722260
499,10.479711,301.286407,14.446010,414.527679
500,10.043036,293.999786,15.586891,451.668732
501,9.840301,298.954376,16.302086,473.979004
502,9.925252,301.141266,14.967824,410.247223
503,10.250548,293.035309,14.714256,389.466827
504,10.470081,308.792297,12.975600,331.739227
505,10.434400,311.304230,12.424279,321.558319
506,10.442655,308.336609,12.710515,348.960327
507,10.309009,301.208527,13.045540,363.873901
508,9.936576,297.017792,13.200747,362.542847
509,10.138831,307.982391,12.471054,326.613525
510,10.374531,308.661591,12.218796,325.131958
511,9.476994,270.692596,11.760682,341.566071
512,9.636371,268.606567,12.056689,362.498901
513,9.092838,246.900208,12.885757,394.036407
514,8.388825,221.770065,13.045101,391.140961
515,9.027534,236.837143,13.099916,390.388824
516,8.868600,240.026901,13.083077,389.630859
517,9.012989,246.037033,13.040085,403.083252
518,9.536265,263.964935,12.151278,387.342865
519,9.848256,277.489105,12.701137,425.023834
520,9.982728,282.782104,13.901989,463.935059
521,9.994383,288.279694,14.510017,475.497101
522,10.019746,288.504395,15.404892,475.041107
523,10.112636,294.662079,16.188154,475.706512
524,10.130528,298.996490,16.300455,476.338654
525,10.218118,305.810089,16.698158,492.933502
526,10.590088,305.877289,16.060776,466.713959
527,10.322530,294.942352,14.728402,414.345215
528,10.198381,294.719360,13.804950,378.936035
529,9.870107,279.629395,13.431033,377.708405
530,9.891922,275.298309,14.488914,438.326080
531,10.082923,276.306244,15.265762,480.032562
532,9.935104,274.067322,15.277588,471.887909
533,9.896728,276.653931,14.439584,403.771088
534,9.966882,269.803589,13.514834,360.950104
535,9.689445,272.217010,11.974239,328.993683
536,9.041673,239.699097,11.859689,324.866241
537,8.590697,219.974243,11.515221,328.174042
538,8.488232,219.064697,11.030604,329.380951
539,8.836663,234.544968,10.941089,343.861084
540,9.081718,251.090820,11.494248,392.785797
541,9.670720,279.833649,12.530011,488.084320
542,9.871501,299.994049,13.422379,583.859558
543,9.923656,283.736664,14.732585,671.947693
544,9.885761,286.639008,16.716389,765.550293
545,9.812449,286.313110,16.909494,735.551453
546,10.115294,282.465912,16.379356,651.945435
547,10.073945,280.734894,15.862691,552.565369
548,9.802341,273.034302,16.130743,523.320740
549,9.802552,265.956512,16.617407,512.105957
550,9.975140,269.678192,15.579501,444.950073
551,10.230411,286.389252,14.071331,407.131622
552,10.475043,298.494293,13.661736,456.196320
553,10.170451,299.129120,13.702399,491.891449
554,9.897049,285.927612,14.995059,579.368225
555,10.230515,290.016571,15.428001,591.271301
556,9.924588,282.334015,15.278198,567.601868
557,10.162022,284.125458,13.648606,451.006561
558,10.540140,292.937286,12.886429,405.184906
559,10.644856,312.513031,11.681516,363.259033
560,9.324864,231.531570,11.519534,349.839081
561,8.375698,194.681458,10.968635,297.200439
562,7.781934,186.677658,11.749675,301.491852
563,8.154903,198.666458,11.358722,278.142975
564,8.247701,203.840271,11.312589,263.554047
565,8.626418,251.076050,11.509624,268.716156
566,9.080330,276.148468,11.702514,286.172333
567,9.600924,286.476349,12.221469,302.570038
568,9.702080,296.582306,12.442016,327.921021
569,9.523177,291.093231,12.410876,331.502075
570,9.572235,292.940308,11.618568,305.069550
571,9.624372,289.356110,12.253242,312.133514
572,9.532891,289.968781,12.960251,319.518402
573,9.605742,287.223785,13.543996,346.956635
574,10.012015,292.740448,13.053418,326.608795
575,9.817019,273.397217,11.796467,285.429535
576,9.474633,264.162872,11.100991,272.876373
577,9.546847,279.105469,10.405046,266.275238
578,9.387456,278.303162,11.089832,292.078705
579,9.370158,261.171356,11.137558,297.409851
580,9.812523,277.525330,10.062809,266.016235
581,9.724284,286.613647,9.355720,249.310715
582,9.663154,274.519135,9.243550,248.621826
583,9.331182,266.650238,9.142473,254.536423
584,9.302522,259.471710,9.256553,265.962891
585,9.508822,267.108185,10.030220,295.596161
586,9.953282,282.021332,11.044231,299.606964
587,10.189988,309.932770,11.888940,314.106537
588,9.161492,270.588959,10.641411,292.385620
589,9.259659,275.633209,11.675670,344.847412
590,9.353075,267.918182,12.037339,374.500458
591,9.887904,292.872467,12.689510,391.238403
592,9.688833,284.173828,13.014318,404.823090
593,9.613035,288.574982,12.927795,395.474518
594,9.465371,277.682892,12.414990,350.146149
595,9.639938,271.056152,12.154674,323.029877
596,9.432495,264.410889,12.766972,342.438995
597,9.515496,269.707245,13.544993,387.646332
598,9.420165,264.850983,12.359673,351.279144
599,9.733554,279.187958,11.303268,315.494110
600,9.563657,276.425323,10.691510,300.844482
601,9.657830,269.190094,10.824479,324.451019
602,9.925740,263.921509,12.072304,380.626190
603,9.845011,257.916046,12.691688,400.922943
604,9.663640,262.820068,11.565578,347.015137
605,9.792720,272.096466,10.810231,292.989655
606,9.492959,263.491333,10.411949,277.684814
607,9.130847,244.714401,10.015561,274.046753
608,9.222648,228.455368,9.908416,286.081085
609,8.259128,198.987610,10.202768,307.609833
610,7.666464,193.338684,10.352607,322.746246
611,7.790333,207.257187,10.843570,354.521973
612,7.876282,217.317368,10.992620,381.013306
613,8.175746,234.743576,12.209766,463.371918
614,8.156291,226.994324,12.494053,487.975800
615,7.916120,223.352173,13.627461,545.971985
616,7.787786,222.278198,14.289139,573.573303
617,7.694074,213.479294,14.599277,558.174988
618,7.781268,207.697922,13.611684,479.548340
619,7.848650,210.376587,13.559475,427.421234
620,8.216564,216.644302,13.372314,394.096313
621,7.955723,217.914505,13.498181,374.258881
622,7.602362,214.256592,12.408473,344.309814
623,7.594223,208.444702,11.926974,347.259277
624,7.903550,211.226273,12.264874,394.935303
625,7.903332,220.804337,12.216404,401.795654
626,7.884111,220.471741,13.684064,473.953949
627,7.987499,227.570847,14.777919,528.603699
628,7.983596,227.466354,13.474666,444.589600
629,7.671875,219.159134,11.807715,347.123138
630,7.928824,218.079178,10.652402,294.329803
631,7.681948,216.239487,9.981634,278.601410
